VGM to MIDI conversion process started.
Pos: 0xBD54, Cmd: 0xBC
Pos: 0xBD57, Cmd: 0x74
Pos: 0xBD58, Cmd: 0xBC
Pos: 0xBD5B, Cmd: 0x70
Pos: 0xBD5C, Cmd: 0xBC
Pos: 0xBD5F, Cmd: 0x61
Pos: 0xBD62, Cmd: 0xBC
Pos: 0xBD65, Cmd: 0x74
Pos: 0xBD66, Cmd: 0xBC
Pos: 0xBD69, Cmd: 0x74
Pos: 0xBD6A, Cmd: 0xBC
Pos: 0xBD6D, Cmd: 0x75
Pos: 0xBD6E, Cmd: 0xBC
Pos: 0xBD71, Cmd: 0x71
Pos: 0xBD72, Cmd: 0xBC
Pos: 0xBD75, Cmd: 0x61
Pos: 0xBD78, Cmd: 0xBC
Pos: 0xBD7B, Cmd: 0x74
Pos: 0xBD7C, Cmd: 0xBC
Pos: 0xBD7F, Cmd: 0x73
Pos: 0xBD80, Cmd: 0xBC
Pos: 0xBD83, Cmd: 0x74
Pos: 0xBD84, Cmd: 0xBC
Pos: 0xBD87, Cmd: 0x70
Pos: 0xBD88, Cmd: 0xBC
Pos: 0xBD8B, Cmd: 0x61
Pos: 0xBD8E, Cmd: 0xBC
Pos: 0xBD91, Cmd: 0x75
Pos: 0xBD92, Cmd: 0xBC
Pos: 0xBD95, Cmd: 0x74
Pos: 0xBD96, Cmd: 0xBC
Pos: 0xBD99, Cmd: 0x75
Pos: 0xBD9A, Cmd: 0xBC
Pos: 0xBD9D, Cmd: 0x71
Pos: 0xBD9E, Cmd: 0xBC
Pos: 0xBDA1, Cmd: 0x61
Pos: 0xBDA4, Cmd: 0xBC
Pos: 0xBDA7, Cmd: 0x73
Pos: 0xBDA8, Cmd: 0xBC
Pos: 0xBDAB, Cmd: 0x74
Pos: 0xBDAC, Cmd: 0xBC
Pos: 0xBDAF, Cmd: 0x74
Pos: 0xBDB0, Cmd: 0xBC
Pos: 0xBDB3, Cmd: 0x70
Pos: 0xBDB4, Cmd: 0xBC
Pos: 0xBDB7, Cmd: 0x61
Pos: 0xBDBA, Cmd: 0xBC
Pos: 0xBDBD, Cmd: 0x75
Pos: 0xBDBE, Cmd: 0xBC
Pos: 0xBDC1, Cmd: 0xBC
Pos: 0xBDC4, Cmd: 0x73
Pos: 0xBDC5, Cmd: 0xBC
Pos: 0xBDC8, Cmd: 0x77
Pos: 0xBDC9, Cmd: 0xBC
Pos: 0xBDCC, Cmd: 0xBC
Pos: 0xBDCF, Cmd: 0x73
Pos: 0xBDD0, Cmd: 0xBC
Pos: 0xBDD3, Cmd: 0x75
Pos: 0xBDD4, Cmd: 0xBC
Pos: 0xBDD7, Cmd: 0x77
Pos: 0xBDD8, Cmd: 0xBC
Pos: 0xBDDB, Cmd: 0xBC
Pos: 0xBDDE, Cmd: 0x70
Pos: 0xBDDF, Cmd: 0xBC
Pos: 0xBDE2, Cmd: 0xBC
Pos: 0xBDE5, Cmd: 0x61
Pos: 0xBDE8, Cmd: 0xBC
Pos: 0xBDEB, Cmd: 0x74
Pos: 0xBDEC, Cmd: 0xBC
Pos: 0xBDEF, Cmd: 0x73
Pos: 0xBDF0, Cmd: 0xBC
Pos: 0xBDF3, Cmd: 0x74
Pos: 0xBDF4, Cmd: 0xBC
Pos: 0xBDF7, Cmd: 0x71
Pos: 0xBDF8, Cmd: 0xBC
Pos: 0xBDFB, Cmd: 0x61
Pos: 0xBDFE, Cmd: 0xBC
Pos: 0xBE01, Cmd: 0x74
Pos: 0xBE02, Cmd: 0xBC
Pos: 0xBE05, Cmd: 0x75
Pos: 0xBE06, Cmd: 0xBC
Pos: 0xBE09, Cmd: 0x75
Pos: 0xBE0A, Cmd: 0xBC
Pos: 0xBE0D, Cmd: 0x71
Pos: 0xBE0E, Cmd: 0xBC
Pos: 0xBE11, Cmd: 0x61
Pos: 0xBE14, Cmd: 0xBC
Pos: 0xBE17, Cmd: 0x74
Pos: 0xBE18, Cmd: 0xBC
Pos: 0xBE1B, Cmd: 0x74
Pos: 0xBE1C, Cmd: 0xBC
Pos: 0xBE1F, Cmd: 0x74
Pos: 0xBE20, Cmd: 0xBC
Pos: 0xBE23, Cmd: 0x70
Pos: 0xBE24, Cmd: 0xBC
Pos: 0xBE27, Cmd: 0x61
Pos: 0xBE2A, Cmd: 0xBC
Pos: 0xBE2D, Cmd: 0x75
Pos: 0xBE2E, Cmd: 0xBC
Pos: 0xBE31, Cmd: 0x74
Pos: 0xBE32, Cmd: 0xBC
Pos: 0xBE35, Cmd: 0x75
Pos: 0xBE36, Cmd: 0xBC
Pos: 0xBE39, Cmd: 0x71
Pos: 0xBE3A, Cmd: 0xBC
Pos: 0xBE3D, Cmd: 0x61
Pos: 0xBE40, Cmd: 0xBC
Pos: 0xBE43, Cmd: 0x74
Pos: 0xBE44, Cmd: 0xBC
Pos: 0xBE47, Cmd: 0x73
Pos: 0xBE48, Cmd: 0xBC
Pos: 0xBE4B, Cmd: 0x74
Pos: 0xBE4C, Cmd: 0xBC
Pos: 0xBE4F, Cmd: 0x71
Pos: 0xBE50, Cmd: 0xBC
Pos: 0xBE53, Cmd: 0x61
Pos: 0xBE56, Cmd: 0xBC
Pos: 0xBE59, Cmd: 0x74
Pos: 0xBE5A, Cmd: 0xBC
Pos: 0xBE5D, Cmd: 0x75
Pos: 0xBE5E, Cmd: 0xBC
Pos: 0xBE61, Cmd: 0x74
Pos: 0xBE62, Cmd: 0xBC
Pos: 0xBE65, Cmd: 0x71
Pos: 0xBE66, Cmd: 0xBC
Pos: 0xBE69, Cmd: 0x61
Pos: 0xBE6C, Cmd: 0xBC
Pos: 0xBE6F, Cmd: 0x74
Pos: 0xBE70, Cmd: 0xBC
Pos: 0xBE73, Cmd: 0x74
Pos: 0xBE74, Cmd: 0xBC
Pos: 0xBE77, Cmd: 0x74
Pos: 0xBE78, Cmd: 0xBC
Pos: 0xBE7B, Cmd: 0x70
Pos: 0xBE7C, Cmd: 0xBC
Pos: 0xBE7F, Cmd: 0x61
Pos: 0xBE82, Cmd: 0xBC
Pos: 0xBE85, Cmd: 0x75
Pos: 0xBE86, Cmd: 0xBC
Pos: 0xBE89, Cmd: 0xBC
Pos: 0xBE8C, Cmd: 0x73
Pos: 0xBE8D, Cmd: 0xBC
Pos: 0xBE90, Cmd: 0x77
Pos: 0xBE91, Cmd: 0xBC
Pos: 0xBE94, Cmd: 0xBC
Pos: 0xBE97, Cmd: 0x73
Pos: 0xBE98, Cmd: 0xBC
Pos: 0xBE9B, Cmd: 0x75
Pos: 0xBE9C, Cmd: 0xBC
Pos: 0xBE9F, Cmd: 0x75
Pos: 0xBEA0, Cmd: 0xBC
Pos: 0xBEA3, Cmd: 0xBC
Pos: 0xBEA6, Cmd: 0xBC
Pos: 0xBEA9, Cmd: 0x70
Pos: 0xBEAA, Cmd: 0xBC
Pos: 0xBEAD, Cmd: 0x61
Pos: 0xBEB0, Cmd: 0xBC
Pos: 0xBEB3, Cmd: 0x75
Pos: 0xBEB4, Cmd: 0xBC
Pos: 0xBEB7, Cmd: 0x74
Pos: 0xBEB8, Cmd: 0xBC
Pos: 0xBEBB, Cmd: 0x74
Pos: 0xBEBC, Cmd: 0xBC
Pos: 0xBEBF, Cmd: 0x71
Pos: 0xBEC0, Cmd: 0xBC
Pos: 0xBEC3, Cmd: 0x61
Pos: 0xBEC6, Cmd: 0xBC
Pos: 0xBEC9, Cmd: 0x74
Pos: 0xBECA, Cmd: 0xBC
Pos: 0xBECD, Cmd: 0x74
Pos: 0xBECE, Cmd: 0xBC
Pos: 0xBED1, Cmd: 0x74
Pos: 0xBED2, Cmd: 0xBC
Pos: 0xBED5, Cmd: 0x70
Pos: 0xBED6, Cmd: 0xBC
Pos: 0xBED9, Cmd: 0x61
Pos: 0xBEDC, Cmd: 0xBC
Pos: 0xBEDF, Cmd: 0x74
Pos: 0xBEE0, Cmd: 0xBC
Pos: 0xBEE3, Cmd: 0x75
Pos: 0xBEE4, Cmd: 0xBC
Pos: 0xBEE7, Cmd: 0x74
Pos: 0xBEE8, Cmd: 0xBC
Pos: 0xBEEB, Cmd: 0x71
Pos: 0xBEEC, Cmd: 0xBC
Pos: 0xBEEF, Cmd: 0x61
Pos: 0xBEF2, Cmd: 0xBC
Pos: 0xBEF5, Cmd: 0x74
Pos: 0xBEF6, Cmd: 0xBC
Pos: 0xBEF9, Cmd: 0x73
Pos: 0xBEFA, Cmd: 0xBC
Pos: 0xBEFD, Cmd: 0x74
Pos: 0xBEFE, Cmd: 0xBC
Pos: 0xBF01, Cmd: 0x70
Pos: 0xBF02, Cmd: 0xBC
Pos: 0xBF05, Cmd: 0x61
Pos: 0xBF08, Cmd: 0xBC
Pos: 0xBF0B, Cmd: 0x75
Pos: 0xBF0C, Cmd: 0xBC
Pos: 0xBF0F, Cmd: 0x74
Pos: 0xBF10, Cmd: 0xBC
Pos: 0xBF13, Cmd: 0x74
Pos: 0xBF14, Cmd: 0xBC
Pos: 0xBF17, Cmd: 0x71
Pos: 0xBF18, Cmd: 0xBC
Pos: 0xBF1B, Cmd: 0x61
Pos: 0xBF1E, Cmd: 0xBC
Pos: 0xBF21, Cmd: 0x73
Pos: 0xBF22, Cmd: 0xBC
Pos: 0xBF25, Cmd: 0x74
Pos: 0xBF26, Cmd: 0xBC
Pos: 0xBF29, Cmd: 0x74
Pos: 0xBF2A, Cmd: 0xBC
Pos: 0xBF2D, Cmd: 0x70
Pos: 0xBF2E, Cmd: 0xBC
Pos: 0xBF31, Cmd: 0x61
Pos: 0xBF34, Cmd: 0xBC
Pos: 0xBF37, Cmd: 0x78
Pos: 0xBF38, Cmd: 0xBC
Pos: 0xBF3B, Cmd: 0xBC
Pos: 0xBF3E, Cmd: 0x73
Pos: 0xBF3F, Cmd: 0xBC
Pos: 0xBF42, Cmd: 0x77
Pos: 0xBF43, Cmd: 0xBC
Pos: 0xBF46, Cmd: 0xBC
Pos: 0xBF49, Cmd: 0x73
Pos: 0xBF4A, Cmd: 0xBC
Pos: 0xBF4D, Cmd: 0x75
Pos: 0xBF4E, Cmd: 0xBC
Pos: 0xBF51, Cmd: 0xBC
Pos: 0xBF54, Cmd: 0x70
Pos: 0xBF55, Cmd: 0xBC
Pos: 0xBF58, Cmd: 0x73
Pos: 0xBF59, Cmd: 0xBC
Pos: 0xBF5C, Cmd: 0x75
Pos: 0xBF5D, Cmd: 0xBC
Pos: 0xBF60, Cmd: 0xBC
Pos: 0xBF63, Cmd: 0x70
Pos: 0xBF64, Cmd: 0xBC
Pos: 0xBF67, Cmd: 0x70
Pos: 0xBF68, Cmd: 0xBC
Pos: 0xBF6B, Cmd: 0x61
Pos: 0xBF6E, Cmd: 0xBC
Pos: 0xBF71, Cmd: 0x74
Pos: 0xBF72, Cmd: 0xBC
Pos: 0xBF75, Cmd: 0x75
Pos: 0xBF76, Cmd: 0xBC
Pos: 0xBF79, Cmd: 0x74
Pos: 0xBF7A, Cmd: 0xBC
Pos: 0xBF7D, Cmd: 0x70
Pos: 0xBF7E, Cmd: 0xBC
Pos: 0xBF81, Cmd: 0x61
Pos: 0xBF84, Cmd: 0xBC
Pos: 0xBF87, Cmd: 0x74
Pos: 0xBF88, Cmd: 0xBC
Pos: 0xBF8B, Cmd: 0x75
Pos: 0xBF8C, Cmd: 0xBC
Pos: 0xBF8F, Cmd: 0x75
Pos: 0xBF90, Cmd: 0xBC
Pos: 0xBF93, Cmd: 0x71
Pos: 0xBF94, Cmd: 0xBC
Pos: 0xBF97, Cmd: 0x61
Pos: 0xBF9A, Cmd: 0xBC
Pos: 0xBF9D, Cmd: 0x74
Pos: 0xBF9E, Cmd: 0xBC
Pos: 0xBFA1, Cmd: 0x74
Pos: 0xBFA2, Cmd: 0xBC
Pos: 0xBFA5, Cmd: 0x74
Pos: 0xBFA6, Cmd: 0xBC
Pos: 0xBFA9, Cmd: 0x70
Pos: 0xBFAA, Cmd: 0xBC
Pos: 0xBFAD, Cmd: 0x61
Pos: 0xBFB0, Cmd: 0xBC
Pos: 0xBFB3, Cmd: 0x75
Pos: 0xBFB4, Cmd: 0xBC
Pos: 0xBFB7, Cmd: 0x74
Pos: 0xBFB8, Cmd: 0xBC
Pos: 0xBFBB, Cmd: 0x75
Pos: 0xBFBC, Cmd: 0xBC
Pos: 0xBFBF, Cmd: 0x71
Pos: 0xBFC0, Cmd: 0xBC
Pos: 0xBFC3, Cmd: 0x61
Pos: 0xBFC6, Cmd: 0xBC
Pos: 0xBFC9, Cmd: 0x74
Pos: 0xBFCA, Cmd: 0xBC
Pos: 0xBFCD, Cmd: 0x74
Pos: 0xBFCE, Cmd: 0xBC
Pos: 0xBFD1, Cmd: 0x73
Pos: 0xBFD2, Cmd: 0xBC
Pos: 0xBFD5, Cmd: 0x71
Pos: 0xBFD6, Cmd: 0xBC
Pos: 0xBFD9, Cmd: 0x61
Pos: 0xBFDC, Cmd: 0xBC
Pos: 0xBFDF, Cmd: 0x74
Pos: 0xBFE0, Cmd: 0xBC
Pos: 0xBFE3, Cmd: 0x75
Pos: 0xBFE4, Cmd: 0xBC
Pos: 0xBFE7, Cmd: 0x74
Pos: 0xBFE8, Cmd: 0xBC
Pos: 0xBFEB, Cmd: 0x71
Pos: 0xBFEC, Cmd: 0xBC
Pos: 0xBFEF, Cmd: 0x61
Pos: 0xBFF2, Cmd: 0xBC
Pos: 0xBFF5, Cmd: 0x74
Pos: 0xBFF6, Cmd: 0xBC
Pos: 0xBFF9, Cmd: 0x74
Pos: 0xBFFA, Cmd: 0xBC
Pos: 0xBFFD, Cmd: 0x74
Pos: 0xBFFE, Cmd: 0xBC
Pos: 0xC001, Cmd: 0x70
Pos: 0xC002, Cmd: 0xBC
Pos: 0xC005, Cmd: 0x61
Pos: 0xC008, Cmd: 0xBC
Pos: 0xC00B, Cmd: 0x74
Pos: 0xC00C, Cmd: 0xBC
Pos: 0xC00F, Cmd: 0x77
Pos: 0xC010, Cmd: 0xBC
Pos: 0xC013, Cmd: 0xBC
Pos: 0xC016, Cmd: 0x73
Pos: 0xC017, Cmd: 0xBC
Pos: 0xC01A, Cmd: 0x75
Pos: 0xC01B, Cmd: 0xBC
Pos: 0xC01E, Cmd: 0x75
Pos: 0xC01F, Cmd: 0xBC
Pos: 0xC022, Cmd: 0xBC
Pos: 0xC025, Cmd: 0xBC
Pos: 0xC028, Cmd: 0x70
Pos: 0xC029, Cmd: 0xBC
Pos: 0xC02C, Cmd: 0x61
Pos: 0xC02F, Cmd: 0xBC
Pos: 0xC032, Cmd: 0x74
Pos: 0xC033, Cmd: 0xBC
Pos: 0xC036, Cmd: 0x75
Pos: 0xC037, Cmd: 0xBC
Pos: 0xC03A, Cmd: 0x75
Pos: 0xC03B, Cmd: 0xBC
Pos: 0xC03E, Cmd: 0x71
Pos: 0xC03F, Cmd: 0xBC
Pos: 0xC042, Cmd: 0x61
Pos: 0xC045, Cmd: 0xBC
Pos: 0xC048, Cmd: 0x74
Pos: 0xC049, Cmd: 0xBC
Pos: 0xC04C, Cmd: 0x74
Pos: 0xC04D, Cmd: 0xBC
Pos: 0xC050, Cmd: 0x74
Pos: 0xC051, Cmd: 0xBC
Pos: 0xC054, Cmd: 0x70
Pos: 0xC055, Cmd: 0xBC
Pos: 0xC058, Cmd: 0x61
Pos: 0xC05B, Cmd: 0xBC
Pos: 0xC05E, Cmd: 0x74
Pos: 0xC05F, Cmd: 0xBC
Pos: 0xC062, Cmd: 0x74
Pos: 0xC063, Cmd: 0xBC
Pos: 0xC066, Cmd: 0x75
Pos: 0xC067, Cmd: 0xBC
Pos: 0xC06A, Cmd: 0x71
Pos: 0xC06B, Cmd: 0xBC
Pos: 0xC06E, Cmd: 0x61
Pos: 0xC071, Cmd: 0xBC
Pos: 0xC074, Cmd: 0x74
Pos: 0xC075, Cmd: 0xBC
Pos: 0xC078, Cmd: 0x73
Pos: 0xC079, Cmd: 0xBC
Pos: 0xC07C, Cmd: 0x74
Pos: 0xC07D, Cmd: 0xBC
Pos: 0xC080, Cmd: 0x70
Pos: 0xC081, Cmd: 0xBC
Pos: 0xC084, Cmd: 0x61
Pos: 0xC087, Cmd: 0xBC
Pos: 0xC08A, Cmd: 0x75
Pos: 0xC08B, Cmd: 0xBC
Pos: 0xC08E, Cmd: 0x74
Pos: 0xC08F, Cmd: 0xBC
Pos: 0xC092, Cmd: 0x75
Pos: 0xC093, Cmd: 0xBC
Pos: 0xC096, Cmd: 0x71
Pos: 0xC097, Cmd: 0xBC
Pos: 0xC09A, Cmd: 0x61
Pos: 0xC09D, Cmd: 0xBC
Pos: 0xC0A0, Cmd: 0x74
Pos: 0xC0A1, Cmd: 0xBC
Pos: 0xC0A4, Cmd: 0x74
Pos: 0xC0A5, Cmd: 0xBC
Pos: 0xC0A8, Cmd: 0x74
Pos: 0xC0A9, Cmd: 0xBC
Pos: 0xC0AC, Cmd: 0x70
Pos: 0xC0AD, Cmd: 0xBC
Pos: 0xC0B0, Cmd: 0x61
Pos: 0xC0B3, Cmd: 0xBC
Pos: 0xC0B6, Cmd: 0x74
Pos: 0xC0B7, Cmd: 0xBC
Pos: 0xC0BA, Cmd: 0x77
Pos: 0xC0BB, Cmd: 0xBC
Pos: 0xC0BE, Cmd: 0xBC
Pos: 0xC0C1, Cmd: 0x74
Pos: 0xC0C2, Cmd: 0xBC
Pos: 0xC0C5, Cmd: 0x74
Pos: 0xC0C6, Cmd: 0xBC
Pos: 0xC0C9, Cmd: 0x77
Pos: 0xC0CA, Cmd: 0xBC
Pos: 0xC0CD, Cmd: 0xBC
Pos: 0xC0D0, Cmd: 0x70
Pos: 0xC0D1, Cmd: 0xBC
Pos: 0xC0D4, Cmd: 0xBC
Pos: 0xC0D7, Cmd: 0x61
Pos: 0xC0DA, Cmd: 0xBC
Pos: 0xC0DD, Cmd: 0x74
Pos: 0xC0DE, Cmd: 0xBC
Pos: 0xC0E1, Cmd: 0x74
Pos: 0xC0E2, Cmd: 0xBC
Pos: 0xC0E5, Cmd: 0x74
Pos: 0xC0E6, Cmd: 0xBC
Pos: 0xC0E9, Cmd: 0x70
Pos: 0xC0EA, Cmd: 0xBC
Pos: 0xC0ED, Cmd: 0x61
Pos: 0xC0F0, Cmd: 0xBC
Pos: 0xC0F3, Cmd: 0x75
Pos: 0xC0F4, Cmd: 0xBC
Pos: 0xC0F7, Cmd: 0x75
Pos: 0xC0F8, Cmd: 0xBC
Pos: 0xC0FB, Cmd: 0x74
Pos: 0xC0FC, Cmd: 0xBC
Pos: 0xC0FF, Cmd: 0x71
Pos: 0xC100, Cmd: 0xBC
Pos: 0xC103, Cmd: 0x61
Pos: 0xC106, Cmd: 0xBC
Pos: 0xC109, Cmd: 0x74
Pos: 0xC10A, Cmd: 0xBC
Pos: 0xC10D, Cmd: 0x73
Pos: 0xC10E, Cmd: 0xBC
Pos: 0xC111, Cmd: 0x74
Pos: 0xC112, Cmd: 0xBC
Pos: 0xC115, Cmd: 0x71
Pos: 0xC116, Cmd: 0xBC
Pos: 0xC119, Cmd: 0x61
Pos: 0xC11C, Cmd: 0xBC
Pos: 0xC11F, Cmd: 0x75
Pos: 0xC120, Cmd: 0xBC
Pos: 0xC123, Cmd: 0x74
Pos: 0xC124, Cmd: 0xBC
Pos: 0xC127, Cmd: 0x75
Pos: 0xC128, Cmd: 0xBC
Pos: 0xC12B, Cmd: 0x71
Pos: 0xC12C, Cmd: 0xBC
Pos: 0xC12F, Cmd: 0x61
Pos: 0xC132, Cmd: 0xBC
Pos: 0xC135, Cmd: 0x74
Pos: 0xC136, Cmd: 0xBC
Pos: 0xC139, Cmd: 0x74
Pos: 0xC13A, Cmd: 0xBC
Pos: 0xC13D, Cmd: 0x74
Pos: 0xC13E, Cmd: 0xBC
Pos: 0xC141, Cmd: 0x71
Pos: 0xC142, Cmd: 0xBC
Pos: 0xC145, Cmd: 0x61
Pos: 0xC148, Cmd: 0xBC
Pos: 0xC14B, Cmd: 0x74
Pos: 0xC14C, Cmd: 0xBC
Pos: 0xC14F, Cmd: 0x75
Pos: 0xC150, Cmd: 0xBC
Pos: 0xC153, Cmd: 0x74
Pos: 0xC154, Cmd: 0xBC
Pos: 0xC157, Cmd: 0x71
Pos: 0xC158, Cmd: 0xBC
Pos: 0xC15B, Cmd: 0x61
Pos: 0xC15E, Cmd: 0xBC
Pos: 0xC161, Cmd: 0x74
Pos: 0xC162, Cmd: 0xBC
Pos: 0xC165, Cmd: 0x73
Pos: 0xC166, Cmd: 0xBC
Pos: 0xC169, Cmd: 0x74
Pos: 0xC16A, Cmd: 0xBC
Pos: 0xC16D, Cmd: 0x71
Pos: 0xC16E, Cmd: 0xBC
Pos: 0xC171, Cmd: 0x61
Pos: 0xC174, Cmd: 0xBC
Pos: 0xC177, Cmd: 0x75
Pos: 0xC178, Cmd: 0xBC
Pos: 0xC17B, Cmd: 0x76
Pos: 0xC17C, Cmd: 0xBC
Pos: 0xC17F, Cmd: 0xBC
Pos: 0xC182, Cmd: 0x74
Pos: 0xC183, Cmd: 0xBC
Pos: 0xC186, Cmd: 0x75
Pos: 0xC187, Cmd: 0xBC
Pos: 0xC18A, Cmd: 0x71
Pos: 0xC18B, Cmd: 0xBC
Pos: 0xC18E, Cmd: 0x61
Pos: 0xC191, Cmd: 0xBC
Pos: 0xC194, Cmd: 0x74
Pos: 0xC195, Cmd: 0xBC
Pos: 0xC198, Cmd: 0x73
Pos: 0xC199, Cmd: 0xBC
Pos: 0xC19C, Cmd: 0x74
Pos: 0xC19D, Cmd: 0xBC
Pos: 0xC1A0, Cmd: 0x70
Pos: 0xC1A1, Cmd: 0xBC
Pos: 0xC1A4, Cmd: 0x61
Pos: 0xC1A7, Cmd: 0xBC
Pos: 0xC1AA, Cmd: 0x74
Pos: 0xC1AB, Cmd: 0xBC
Pos: 0xC1AE, Cmd: 0x75
Pos: 0xC1AF, Cmd: 0xBC
Pos: 0xC1B2, Cmd: 0x74
Pos: 0xC1B3, Cmd: 0xBC
Pos: 0xC1B6, Cmd: 0x71
Pos: 0xC1B7, Cmd: 0xBC
Pos: 0xC1BA, Cmd: 0x61
Pos: 0xC1BD, Cmd: 0xBC
Pos: 0xC1C0, Cmd: 0x75
Pos: 0xC1C1, Cmd: 0xBC
Pos: 0xC1C4, Cmd: 0x74
Pos: 0xC1C5, Cmd: 0xBC
Pos: 0xC1C8, Cmd: 0x74
Pos: 0xC1C9, Cmd: 0xBC
Pos: 0xC1CC, Cmd: 0x71
Pos: 0xC1CD, Cmd: 0xBC
Pos: 0xC1D0, Cmd: 0x61
Pos: 0xC1D3, Cmd: 0xBC
Pos: 0xC1D6, Cmd: 0x73
Pos: 0xC1D7, Cmd: 0xBC
Pos: 0xC1DA, Cmd: 0x74
Pos: 0xC1DB, Cmd: 0xBC
Pos: 0xC1DE, Cmd: 0x74
Pos: 0xC1DF, Cmd: 0xBC
Pos: 0xC1E2, Cmd: 0x70
Pos: 0xC1E3, Cmd: 0xBC
Pos: 0xC1E6, Cmd: 0x61
Pos: 0xC1E9, Cmd: 0xBC
Pos: 0xC1EC, Cmd: 0x74
Pos: 0xC1ED, Cmd: 0xBC
Pos: 0xC1F0, Cmd: 0x75
Pos: 0xC1F1, Cmd: 0xBC
Pos: 0xC1F4, Cmd: 0x74
Pos: 0xC1F5, Cmd: 0xBC
Pos: 0xC1F8, Cmd: 0x71
Pos: 0xC1F9, Cmd: 0xBC
Pos: 0xC1FC, Cmd: 0x61
Pos: 0xC1FF, Cmd: 0xBC
Pos: 0xC202, Cmd: 0x74
Pos: 0xC203, Cmd: 0xBC
Pos: 0xC206, Cmd: 0x74
Pos: 0xC207, Cmd: 0xBC
Pos: 0xC20A, Cmd: 0x73
Pos: 0xC20B, Cmd: 0xBC
Pos: 0xC20E, Cmd: 0x71
Pos: 0xC20F, Cmd: 0xBC
Pos: 0xC212, Cmd: 0x61
Pos: 0xC215, Cmd: 0xBC
Pos: 0xC218, Cmd: 0x74
Pos: 0xC219, Cmd: 0xBC
Pos: 0xC21C, Cmd: 0x74
Pos: 0xC21D, Cmd: 0xBC
Pos: 0xC220, Cmd: 0x75
Pos: 0xC221, Cmd: 0xBC
Pos: 0xC224, Cmd: 0xBC
Pos: 0xC227, Cmd: 0xBC
Pos: 0xC22A, Cmd: 0x74
Pos: 0xC22B, Cmd: 0xBC
Pos: 0xC22E, Cmd: 0x71
Pos: 0xC22F, Cmd: 0xBC
Pos: 0xC232, Cmd: 0x61
Pos: 0xC235, Cmd: 0xBC
Pos: 0xC238, Cmd: 0x74
Pos: 0xC239, Cmd: 0xBC
Pos: 0xC23C, Cmd: 0x74
Pos: 0xC23D, Cmd: 0xBC
Pos: 0xC240, Cmd: 0x74
Pos: 0xC241, Cmd: 0xBC
Pos: 0xC244, Cmd: 0x70
Pos: 0xC245, Cmd: 0xBC
Pos: 0xC248, Cmd: 0x61
Pos: 0xC24B, Cmd: 0xBC
Pos: 0xC24E, Cmd: 0x75
Pos: 0xC24F, Cmd: 0xBC
Pos: 0xC252, Cmd: 0x75
Pos: 0xC253, Cmd: 0xBC
Pos: 0xC256, Cmd: 0x74
Pos: 0xC257, Cmd: 0xBC
Pos: 0xC25A, Cmd: 0x71
Pos: 0xC25B, Cmd: 0xBC
Pos: 0xC25E, Cmd: 0x61
Pos: 0xC261, Cmd: 0xBC
Pos: 0xC264, Cmd: 0x73
Pos: 0xC265, Cmd: 0xBC
Pos: 0xC268, Cmd: 0x74
Pos: 0xC269, Cmd: 0xBC
Pos: 0xC26C, Cmd: 0x74
Pos: 0xC26D, Cmd: 0xBC
Pos: 0xC270, Cmd: 0x71
Pos: 0xC271, Cmd: 0xBC
Pos: 0xC274, Cmd: 0x61
Pos: 0xC277, Cmd: 0xBC
Pos: 0xC27A, Cmd: 0x74
Pos: 0xC27B, Cmd: 0xBC
Pos: 0xC27E, Cmd: 0x75
Pos: 0xC27F, Cmd: 0xBC
Pos: 0xC282, Cmd: 0x75
Pos: 0xC283, Cmd: 0xBC
Pos: 0xC286, Cmd: 0x70
Pos: 0xC287, Cmd: 0xBC
Pos: 0xC28A, Cmd: 0x61
Pos: 0xC28D, Cmd: 0xBC
Pos: 0xC290, Cmd: 0x74
Pos: 0xC291, Cmd: 0xBC
Pos: 0xC294, Cmd: 0x74
Pos: 0xC295, Cmd: 0xBC
Pos: 0xC298, Cmd: 0x74
Pos: 0xC299, Cmd: 0xBC
Pos: 0xC29C, Cmd: 0x70
Pos: 0xC29D, Cmd: 0xBC
Pos: 0xC2A0, Cmd: 0x61
Pos: 0xC2A3, Cmd: 0xBC
Pos: 0xC2A6, Cmd: 0x74
Pos: 0xC2A7, Cmd: 0xBC
Pos: 0xC2AA, Cmd: 0x74
Pos: 0xC2AB, Cmd: 0xBC
Pos: 0xC2AE, Cmd: 0x75
Pos: 0xC2AF, Cmd: 0xBC
Pos: 0xC2B2, Cmd: 0x71
Pos: 0xC2B3, Cmd: 0xBC
Pos: 0xC2B6, Cmd: 0x61
Pos: 0xC2B9, Cmd: 0xBC
Pos: 0xC2BC, Cmd: 0x73
Pos: 0xC2BD, Cmd: 0xBC
Pos: 0xC2C0, Cmd: 0x74
Pos: 0xC2C1, Cmd: 0xBC
Pos: 0xC2C4, Cmd: 0x74
Pos: 0xC2C5, Cmd: 0xBC
Pos: 0xC2C8, Cmd: 0x71
Pos: 0xC2C9, Cmd: 0xBC
Pos: 0xC2CC, Cmd: 0x61
Pos: 0xC2CF, Cmd: 0xBC
Pos: 0xC2D2, Cmd: 0x74
Pos: 0xC2D3, Cmd: 0xBC
Pos: 0xC2D6, Cmd: 0x75
Pos: 0xC2D7, Cmd: 0xBC
Pos: 0xC2DA, Cmd: 0x75
Pos: 0xC2DB, Cmd: 0xBC
Pos: 0xC2DE, Cmd: 0x71
