Starting command dump from offset 0xe0
0x0000756d: 0x00007570: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007573: 0x00007574: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00007577: 0x00007578: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000757b: 0x0000757c: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000757f: 0x00007580: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007583: 0x00007586: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007589: 0x0000758a: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000758d: 0x0000758e: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00007591: 0x00007592: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007595: 0x00007596: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007599: 0x0000759c: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x0000759f: 0x000075a0: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000075a3: 0x000075a4: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000075a7: 0x000075a8: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000075ab: 0x000075ac: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000075af: 0x000075b2: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x000075b5: 0x000075b6: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000075b9: 0x000075ba: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x000075bd: 0x000075be: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000075c1: 0x000075c2: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000075c5: 0x000075c8: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x000075cb: 0x000075cc: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000075cf: 0x000075d0: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x000075d3: 0x000075d4: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000075d7: 0x000075d8: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000075db: 0x000075de: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x000075e1: 0x000075e2: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000075e5: 0x000075e6: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x000075e9: 0x000075ea: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000075ed: 0x000075ee: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000075f1: 0x000075f4: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x000075f7: 0x000075f8: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000075fb: 0x000075fc: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x000075ff: 0x00007600: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007603: 0x00007604: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007607: 0x0000760a: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x0000760d: 0x0000760e: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x00007611: 0x00007612: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00007615: 0x00007616: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007619: 0x0000761a: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000761d: 0x00007620: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x00007623: 0x00007624: 0xbc (WS Write) - Port: 0x0, Val: 0x26
0x00007627: 0xbc (WS Write) - Port: 0x1, Val: 0x7
0x0000762a: 0x0000762b: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000762e: 0x0000762f: 0xc6 (RAM Write) - Addr: 0x9000, Val: 0xcc
0x00007633: 0xc6 (RAM Write) - Addr: 0x9100, Val: 0xdd
0x00007637: 0xc6 (RAM Write) - Addr: 0x9200, Val: 0xee
0x0000763b: 0xc6 (RAM Write) - Addr: 0x9300, Val: 0xee
0x0000763f: 0xc6 (RAM Write) - Addr: 0x9400, Val: 0xee
0x00007643: 0xc6 (RAM Write) - Addr: 0x9500, Val: 0xee
0x00007647: 0xc6 (RAM Write) - Addr: 0x9600, Val: 0xdd
0x0000764b: 0xc6 (RAM Write) - Addr: 0x9700, Val: 0xcc
0x0000764f: 0x00007650: 0xc6 (RAM Write) - Addr: 0x9800, Val: 0x33
0x00007654: 0xc6 (RAM Write) - Addr: 0x9900, Val: 0x22
0x00007658: 0xc6 (RAM Write) - Addr: 0x9a00, Val: 0x11
0x0000765c: 0xc6 (RAM Write) - Addr: 0x9b00, Val: 0x11
0x00007660: 0xc6 (RAM Write) - Addr: 0x9c00, Val: 0x11
0x00007664: 0xc6 (RAM Write) - Addr: 0x9d00, Val: 0x11
0x00007668: 0xc6 (RAM Write) - Addr: 0x9e00, Val: 0x22
0x0000766c: 0xc6 (RAM Write) - Addr: 0x9f00, Val: 0x33
0x00007670: 0x00007671: 0xbc (WS Write) - Port: 0x2, Val: 0xf6
0x00007674: 0xbc (WS Write) - Port: 0x3, Val: 0x4
0x00007677: 0x00007678: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000767b: 0x0000767c: 0xbc (WS Write) - Port: 0x4, Val: 0xfd
0x0000767f: 0xbc (WS Write) - Port: 0x5, Val: 0x6
0x00007682: 0xbc (WS Write) - Port: 0xc, Val: 0x0
0x00007685: 0x00007686: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007689: 0x0000768a: 0xbc (WS Write) - Port: 0x6, Val: 0x3d
0x0000768d: 0xbc (WS Write) - Port: 0x7, Val: 0x7
0x00007690: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007693: 0x00007694: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007697: 0x0000769a: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x0000769d: 0x0000769e: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x000076a1: 0x000076a2: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x000076a5: 0x000076a6: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000076a9: 0x000076aa: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000076ad: 0x000076b0: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x000076b3: 0x000076b4: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x000076b7: 0x000076b8: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x000076bb: 0x000076bc: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000076bf: 0x000076c0: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000076c3: 0x000076c6: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x000076c9: 0x000076ca: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000076cd: 0x000076ce: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x000076d1: 0x000076d2: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000076d5: 0x000076d6: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000076d9: 0x000076dc: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x000076df: 0x000076e0: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000076e3: 0x000076e4: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x000076e7: 0x000076e8: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000076eb: 0x000076ec: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000076ef: 0x000076f2: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x000076f5: 0x000076f6: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000076f9: 0x000076fa: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x000076fd: 0x000076fe: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007701: 0x00007702: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007705: 0x00007708: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x0000770b: 0x0000770c: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000770f: 0x00007710: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00007713: 0x00007714: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007717: 0x00007718: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000771b: 0x0000771e: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x00007721: 0x00007722: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x00007725: 0x00007726: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00007729: 0x0000772a: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000772d: 0x0000772e: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007731: 0x00007734: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x00007737: 0x00007738: 0xbc (WS Write) - Port: 0x9, Val: 0x33
0x0000773b: 0x0000773c: 0xbc (WS Write) - Port: 0x2, Val: 0xf6
0x0000773f: 0xbc (WS Write) - Port: 0x3, Val: 0x4
0x00007742: 0x00007743: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00007746: 0x00007747: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000774a: 0x0000774b: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000774e: 0x00007751: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x00007754: 0x00007755: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x00007758: 0x00007759: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000775c: 0x0000775d: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007760: 0x00007761: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007764: 0x00007767: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x0000776a: 0x0000776b: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x0000776e: 0x0000776f: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00007772: 0x00007773: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007776: 0x00007777: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000777a: 0x0000777d: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x00007780: 0x00007781: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x00007784: 0x00007785: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00007788: 0x00007789: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000778c: 0x0000778d: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007790: 0x00007793: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x00007796: 0x00007797: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000779a: 0x0000779b: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000779e: 0x0000779f: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000077a2: 0x000077a3: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000077a6: 0x000077a9: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000077ac: 0x000077ad: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x000077b0: 0x000077b1: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000077b4: 0x000077b5: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000077b8: 0x000077b9: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000077bc: 0x000077bf: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000077c2: 0x000077c3: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x000077c6: 0x000077c7: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000077ca: 0x000077cb: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000077ce: 0x000077cf: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000077d2: 0x000077d5: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000077d8: 0x000077d9: 0xbc (WS Write) - Port: 0x0, Val: 0xb
0x000077dc: 0xbc (WS Write) - Port: 0x1, Val: 0x7
0x000077df: 0x000077e0: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x000077e3: 0x000077e4: 0xbc (WS Write) - Port: 0x2, Val: 0x7b
0x000077e7: 0xbc (WS Write) - Port: 0x3, Val: 0x6
0x000077ea: 0x000077eb: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000077ee: 0x000077ef: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000077f2: 0x000077f3: 0xbc (WS Write) - Port: 0x6, Val: 0x26
0x000077f6: 0xbc (WS Write) - Port: 0x7, Val: 0x7
0x000077f9: 0x000077fa: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000077fd: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007800: 0x00007803: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x00007806: 0x00007807: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x0000780a: 0x0000780b: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000780e: 0x0000780f: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00007812: 0x00007813: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007816: 0x00007819: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x0000781c: 0x0000781d: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x00007820: 0x00007821: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00007824: 0x00007825: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00007828: 0x00007829: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000782c: 0x0000782f: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x00007832: 0x00007833: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00007836: 0x00007837: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000783a: 0x0000783b: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x0000783e: 0x0000783f: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007842: 0x00007845: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x00007848: 0x00007849: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000784c: 0x0000784d: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00007850: 0x00007851: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00007854: 0x00007855: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007858: 0x0000785b: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x0000785e: 0x0000785f: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x00007862: 0x00007863: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00007866: 0x00007867: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x0000786a: 0x0000786b: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000786e: 0x00007871: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x00007874: 0x00007875: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x00007878: 0x00007879: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000787c: 0x0000787d: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00007880: 0x00007881: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007884: 0x00007887: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x0000788a: 0x0000788b: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000788e: 0x0000788f: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00007892: 0x00007893: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00007896: 0x00007897: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000789a: 0x0000789d: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x000078a0: 0x000078a1: 0xbc (WS Write) - Port: 0x9, Val: 0x33
0x000078a4: 0x000078a5: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x000078a8: 0x000078a9: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x000078ac: 0x000078ad: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000078b0: 0x000078b3: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x000078b6: 0x000078b7: 0xbc (WS Write) - Port: 0x9, Val: 0x33
0x000078ba: 0x000078bb: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x000078be: 0x000078bf: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000078c2: 0x000078c3: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000078c6: 0x000078c9: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x000078cc: 0x000078cd: 0xbc (WS Write) - Port: 0x9, Val: 0x22
0x000078d0: 0x000078d1: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x000078d4: 0x000078d5: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000078d8: 0x000078d9: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000078dc: 0x000078df: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x000078e2: 0x000078e3: 0xbc (WS Write) - Port: 0x9, Val: 0x22
0x000078e6: 0x000078e7: 0xbc (WS Write) - Port: 0xa, Val: 0x11
0x000078ea: 0x000078eb: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000078ee: 0x000078ef: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000078f2: 0x000078f5: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x000078f8: 0x000078f9: 0xbc (WS Write) - Port: 0x9, Val: 0x22
0x000078fc: 0x000078fd: 0xbc (WS Write) - Port: 0xa, Val: 0x11
0x00007900: 0x00007901: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007904: 0x00007905: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007908: 0x0000790b: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000790e: 0x0000790f: 0xbc (WS Write) - Port: 0x9, Val: 0x11
0x00007912: 0x00007913: 0xbc (WS Write) - Port: 0xa, Val: 0x11
0x00007916: 0x00007917: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000791a: 0x0000791b: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000791e: 0x00007921: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007924: 0x00007925: 0xbc (WS Write) - Port: 0x9, Val: 0x11
0x00007928: 0x00007929: 0xbc (WS Write) - Port: 0xa, Val: 0x11
0x0000792c: 0x0000792d: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007930: 0x00007931: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007934: 0x00007937: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000793a: 0x0000793b: 0xbc (WS Write) - Port: 0x0, Val: 0xfd
0x0000793e: 0xbc (WS Write) - Port: 0x1, Val: 0x6
0x00007941: 0x00007942: 0xbc (WS Write) - Port: 0x9, Val: 0x0
0x00007945: 0x00007946: 0xbc (WS Write) - Port: 0x2, Val: 0xf9
0x00007949: 0xbc (WS Write) - Port: 0x3, Val: 0x5
0x0000794c: 0x0000794d: 0xbc (WS Write) - Port: 0xa, Val: 0x11
0x00007950: 0x00007951: 0xbc (WS Write) - Port: 0x4, Val: 0xfd
0x00007954: 0xbc (WS Write) - Port: 0x5, Val: 0x6
0x00007957: 0x00007958: 0xbc (WS Write) - Port: 0xc, Val: 0x0
0x0000795b: 0x0000795c: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000795f: 0x00007960: 0xbc (WS Write) - Port: 0x6, Val: 0xb
0x00007963: 0xbc (WS Write) - Port: 0x7, Val: 0x7
0x00007966: 0x00007967: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000796a: 0x0000796b: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000796e: 0x00007971: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x00007974: 0x00007975: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x00007978: 0x00007979: 0xbc (WS Write) - Port: 0xa, Val: 0x2
0x0000797c: 0x0000797d: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00007980: 0x00007981: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007984: 0x00007987: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x0000798a: 0x0000798b: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x0000798e: 0x0000798f: 0xbc (WS Write) - Port: 0xa, Val: 0x2
0x00007992: 0x00007993: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00007996: 0x00007997: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000799a: 0x0000799d: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x000079a0: 0x000079a1: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000079a4: 0x000079a5: 0xbc (WS Write) - Port: 0xa, Val: 0x2
0x000079a8: 0x000079a9: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x000079ac: 0x000079ad: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000079b0: 0x000079b3: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x000079b6: 0x000079b7: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000079ba: 0x000079bb: 0xbc (WS Write) - Port: 0xa, Val: 0x2
0x000079be: 0x000079bf: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x000079c2: 0x000079c3: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000079c6: 0x000079c9: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x000079cc: 0x000079cd: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000079d0: 0x000079d1: 0xbc (WS Write) - Port: 0xa, Val: 0x2
0x000079d4: 0x000079d5: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x000079d8: 0x000079d9: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000079dc: 0x000079df: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x000079e2: 0x000079e3: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000079e6: 0x000079e7: 0xbc (WS Write) - Port: 0xa, Val: 0x2
0x000079ea: 0x000079eb: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x000079ee: 0x000079ef: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000079f2: 0x000079f5: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x000079f8: 0x000079f9: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000079fc: 0x000079fd: 0xbc (WS Write) - Port: 0xa, Val: 0x2
0x00007a00: 0x00007a01: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00007a04: 0x00007a05: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007a08: 0x00007a0b: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x00007a0e: 0x00007a0f: 0xbc (WS Write) - Port: 0x9, Val: 0x33
0x00007a12: 0x00007a13: 0xbc (WS Write) - Port: 0x2, Val: 0xf9
0x00007a16: 0xbc (WS Write) - Port: 0x3, Val: 0x5
0x00007a19: 0x00007a1a: 0xbc (WS Write) - Port: 0xa, Val: 0x2
0x00007a1d: 0x00007a1e: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00007a21: 0x00007a22: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007a25: 0x00007a28: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x00007a2b: 0x00007a2c: 0xbc (WS Write) - Port: 0x9, Val: 0x3
0x00007a2f: 0x00007a30: 0xbc (WS Write) - Port: 0xa, Val: 0x2
0x00007a33: 0x00007a34: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007a37: 0x00007a38: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007a3b: 0x00007a3e: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x00007a41: 0x00007a42: 0xbc (WS Write) - Port: 0x9, Val: 0x3
0x00007a45: 0x00007a46: 0xbc (WS Write) - Port: 0xa, Val: 0x2
0x00007a49: 0x00007a4a: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007a4d: 0x00007a4e: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007a51: 0x00007a54: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x00007a57: 0x00007a58: 0xbc (WS Write) - Port: 0x9, Val: 0x3
0x00007a5b: 0x00007a5c: 0xbc (WS Write) - Port: 0xa, Val: 0x1
0x00007a5f: 0x00007a60: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007a63: 0x00007a64: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007a67: 0x00007a6a: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x00007a6d: 0x00007a6e: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x00007a71: 0x00007a72: 0xbc (WS Write) - Port: 0xa, Val: 0x1
0x00007a75: 0x00007a76: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007a79: 0x00007a7a: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007a7d: 0x00007a80: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007a83: 0x00007a84: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x00007a87: 0x00007a88: 0xbc (WS Write) - Port: 0xa, Val: 0x1
0x00007a8b: 0x00007a8c: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007a8f: 0x00007a90: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007a93: 0x00007a96: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007a99: 0x00007a9a: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x00007a9d: 0x00007a9e: 0xbc (WS Write) - Port: 0xa, Val: 0x1
0x00007aa1: 0x00007aa2: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007aa5: 0x00007aa6: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007aa9: 0x00007aac: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007aaf: 0x00007ab0: 0xbc (WS Write) - Port: 0x0, Val: 0xdd
0x00007ab3: 0xbc (WS Write) - Port: 0x1, Val: 0x6
0x00007ab6: 0x00007ab7: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x00007aba: 0x00007abb: 0xbc (WS Write) - Port: 0x2, Val: 0x22
0x00007abe: 0xbc (WS Write) - Port: 0x3, Val: 0x5
0x00007ac1: 0x00007ac2: 0xbc (WS Write) - Port: 0xa, Val: 0x1
0x00007ac5: 0x00007ac6: 0xbc (WS Write) - Port: 0x4, Val: 0xdd
0x00007ac9: 0xbc (WS Write) - Port: 0x5, Val: 0x6
0x00007acc: 0x00007acd: 0xbc (WS Write) - Port: 0xc, Val: 0x0
0x00007ad0: 0x00007ad1: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007ad4: 0x00007ad5: 0xbc (WS Write) - Port: 0x6, Val: 0xfd
0x00007ad8: 0xbc (WS Write) - Port: 0x7, Val: 0x6
0x00007adb: 0x00007adc: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007adf: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007ae2: 0x00007ae5: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x00007ae8: 0x00007ae9: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x00007aec: 0x00007aed: 0xbc (WS Write) - Port: 0xa, Val: 0x55
0x00007af0: 0x00007af1: 0xbc (WS Write) - Port: 0xb, Val: 0x11
