Starting command dump from offset 0xe0
0x00006fdf: 0x00006fe0: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x00006fe3: 0x00006fe4: 0xc6 (RAM Write) - Addr: 0x9000, Val: 0xcc
0x00006fe8: 0xc6 (RAM Write) - Addr: 0x9100, Val: 0xdd
0x00006fec: 0xc6 (RAM Write) - Addr: 0x9200, Val: 0xee
0x00006ff0: 0xc6 (RAM Write) - Addr: 0x9300, Val: 0xee
0x00006ff4: 0xc6 (RAM Write) - Addr: 0x9400, Val: 0xee
0x00006ff8: 0xc6 (RAM Write) - Addr: 0x9500, Val: 0xee
0x00006ffc: 0xc6 (RAM Write) - Addr: 0x9600, Val: 0xdd
0x00007000: 0xc6 (RAM Write) - Addr: 0x9700, Val: 0xcc
0x00007004: 0xc6 (RAM Write) - Addr: 0x9800, Val: 0x33
0x00007008: 0xc6 (RAM Write) - Addr: 0x9900, Val: 0x22
0x0000700c: 0xc6 (RAM Write) - Addr: 0x9a00, Val: 0x11
0x00007010: 0xc6 (RAM Write) - Addr: 0x9b00, Val: 0x11
0x00007014: 0xc6 (RAM Write) - Addr: 0x9c00, Val: 0x11
0x00007018: 0xc6 (RAM Write) - Addr: 0x9d00, Val: 0x11
0x0000701c: 0xc6 (RAM Write) - Addr: 0x9e00, Val: 0x22
0x00007020: 0xc6 (RAM Write) - Addr: 0x9f00, Val: 0x33
0x00007024: 0x00007025: 0xbc (WS Write) - Port: 0x2, Val: 0xf6
0x00007028: 0xbc (WS Write) - Port: 0x3, Val: 0x4
0x0000702b: 0x0000702c: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000702f: 0x00007030: 0xbc (WS Write) - Port: 0x4, Val: 0xfd
0x00007033: 0xbc (WS Write) - Port: 0x5, Val: 0x6
0x00007036: 0x00007037: 0xbc (WS Write) - Port: 0xc, Val: 0x0
0x0000703a: 0x0000703b: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000703e: 0x0000703f: 0xbc (WS Write) - Port: 0x6, Val: 0x6f
0x00007042: 0xbc (WS Write) - Port: 0x7, Val: 0x7
0x00007045: 0x00007046: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007049: 0x0000704a: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000704d: 0x00007050: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007053: 0x00007054: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x00007057: 0x00007058: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x0000705b: 0x0000705c: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000705f: 0x00007060: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007063: 0x00007066: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007069: 0x0000706a: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x0000706d: 0x0000706e: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x00007071: 0x00007072: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007075: 0x00007076: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007079: 0x0000707c: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000707f: 0x00007080: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00007083: 0x00007084: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x00007087: 0x00007088: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000708b: 0x0000708c: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000708f: 0x00007092: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007095: 0x00007096: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00007099: 0x0000709a: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x0000709d: 0x0000709e: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000070a1: 0x000070a2: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000070a5: 0x000070a8: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000070ab: 0x000070ac: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000070af: 0x000070b0: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x000070b3: 0x000070b4: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000070b7: 0x000070b8: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000070bb: 0x000070be: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000070c1: 0x000070c2: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000070c5: 0x000070c6: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000070c9: 0x000070ca: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000070cd: 0x000070ce: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000070d1: 0x000070d4: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000070d7: 0x000070d8: 0xbc (WS Write) - Port: 0x0, Val: 0x5d
0x000070db: 0xbc (WS Write) - Port: 0x1, Val: 0x7
0x000070de: 0x000070df: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000070e2: 0x000070e3: 0xbc (WS Write) - Port: 0x2, Val: 0xf6
0x000070e6: 0xbc (WS Write) - Port: 0x3, Val: 0x4
0x000070e9: 0x000070ea: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000070ed: 0x000070ee: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000070f1: 0x000070f2: 0xbc (WS Write) - Port: 0x6, Val: 0x5d
0x000070f5: 0xbc (WS Write) - Port: 0x7, Val: 0x7
0x000070f8: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000070fb: 0x000070fc: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000070ff: 0x00007102: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007105: 0x00007106: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x00007109: 0x0000710a: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000710d: 0x0000710e: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007111: 0x00007112: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007115: 0x00007118: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000711b: 0x0000711c: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x0000711f: 0x00007120: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00007123: 0x00007124: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007127: 0x00007128: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000712b: 0x0000712e: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007131: 0x00007132: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x00007135: 0x00007136: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00007139: 0x0000713a: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000713d: 0x0000713e: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007141: 0x00007144: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007147: 0x00007148: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000714b: 0x0000714c: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000714f: 0x00007150: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007153: 0x00007154: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007157: 0x0000715a: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000715d: 0x0000715e: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x00007161: 0x00007162: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00007165: 0x00007166: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007169: 0x0000716a: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000716d: 0x00007170: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007173: 0x00007174: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x00007177: 0x00007178: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000717b: 0x0000717c: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000717f: 0x00007180: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007183: 0x00007186: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007189: 0x0000718a: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000718d: 0x0000718e: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00007191: 0x00007192: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007195: 0x00007196: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007199: 0x0000719c: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000719f: 0x000071a0: 0xbc (WS Write) - Port: 0x0, Val: 0x3d
0x000071a3: 0xbc (WS Write) - Port: 0x1, Val: 0x7
0x000071a6: 0x000071a7: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x000071aa: 0x000071ab: 0xbc (WS Write) - Port: 0x2, Val: 0xf9
0x000071ae: 0xbc (WS Write) - Port: 0x3, Val: 0x5
0x000071b1: 0x000071b2: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000071b5: 0x000071b6: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000071b9: 0x000071ba: 0xbc (WS Write) - Port: 0x6, Val: 0x53
0x000071bd: 0xbc (WS Write) - Port: 0x7, Val: 0x7
0x000071c0: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000071c3: 0x000071c4: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000071c7: 0x000071ca: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x000071cd: 0x000071ce: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x000071d1: 0x000071d2: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x000071d5: 0x000071d6: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000071d9: 0x000071da: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000071dd: 0x000071e0: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x000071e3: 0x000071e4: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x000071e7: 0x000071e8: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x000071eb: 0x000071ec: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000071ef: 0x000071f0: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000071f3: 0x000071f6: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x000071f9: 0x000071fa: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000071fd: 0x000071fe: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00007201: 0x00007202: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007205: 0x00007206: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007209: 0x0000720c: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x0000720f: 0x00007210: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00007213: 0x00007214: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00007217: 0x00007218: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000721b: 0x0000721c: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000721f: 0x00007222: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x00007225: 0x00007226: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x00007229: 0x0000722a: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000722d: 0x0000722e: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007231: 0x00007232: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007235: 0x00007238: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x0000723b: 0x0000723c: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000723f: 0x00007240: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00007243: 0x00007244: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007247: 0x00007248: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000724b: 0x0000724e: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x00007251: 0x00007252: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x00007255: 0x00007256: 0xbc (WS Write) - Port: 0x2, Val: 0xf9
0x00007259: 0xbc (WS Write) - Port: 0x3, Val: 0x5
0x0000725c: 0x0000725d: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00007260: 0x00007261: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007264: 0x00007265: 0xbc (WS Write) - Port: 0x6, Val: 0x5d
0x00007268: 0xbc (WS Write) - Port: 0x7, Val: 0x7
0x0000726b: 0x0000726c: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000726f: 0x00007270: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007273: 0x00007276: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x00007279: 0x0000727a: 0xbc (WS Write) - Port: 0x9, Val: 0x3
0x0000727d: 0x0000727e: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00007281: 0x00007282: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007285: 0x00007286: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007289: 0x0000728c: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x0000728f: 0x00007290: 0xbc (WS Write) - Port: 0x9, Val: 0x3
0x00007293: 0x00007294: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00007297: 0x00007298: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000729b: 0x0000729c: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000729f: 0x000072a2: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x000072a5: 0x000072a6: 0xbc (WS Write) - Port: 0x9, Val: 0x3
0x000072a9: 0x000072aa: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x000072ad: 0x000072ae: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000072b1: 0x000072b2: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000072b5: 0x000072b8: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x000072bb: 0x000072bc: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x000072bf: 0x000072c0: 0xbc (WS Write) - Port: 0xa, Val: 0x11
0x000072c3: 0x000072c4: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000072c7: 0x000072c8: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000072cb: 0x000072ce: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x000072d1: 0x000072d2: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x000072d5: 0x000072d6: 0xbc (WS Write) - Port: 0xa, Val: 0x11
0x000072d9: 0x000072da: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000072dd: 0x000072de: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000072e1: 0x000072e4: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x000072e7: 0x000072e8: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x000072eb: 0x000072ec: 0xbc (WS Write) - Port: 0xa, Val: 0x11
0x000072ef: 0x000072f0: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000072f3: 0x000072f4: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000072f7: 0x000072fa: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x000072fd: 0x000072fe: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x00007301: 0x00007302: 0xbc (WS Write) - Port: 0xa, Val: 0x11
0x00007305: 0x00007306: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007309: 0x0000730a: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000730d: 0x00007310: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x00007313: 0x00007314: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x00007317: 0x00007318: 0xbc (WS Write) - Port: 0x2, Val: 0x7b
0x0000731b: 0xbc (WS Write) - Port: 0x3, Val: 0x6
0x0000731e: 0x0000731f: 0xbc (WS Write) - Port: 0xa, Val: 0x11
0x00007322: 0x00007323: 0xbc (WS Write) - Port: 0x4, Val: 0xfd
0x00007326: 0xbc (WS Write) - Port: 0x5, Val: 0x6
0x00007329: 0xbc (WS Write) - Port: 0xc, Val: 0x0
0x0000732c: 0x0000732d: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007330: 0x00007331: 0xbc (WS Write) - Port: 0x6, Val: 0x3d
0x00007334: 0xbc (WS Write) - Port: 0x7, Val: 0x7
0x00007337: 0x00007338: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000733b: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000733e: 0x00007341: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x00007344: 0x00007345: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x00007348: 0x00007349: 0xbc (WS Write) - Port: 0xa, Val: 0x20
0x0000734c: 0x0000734d: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00007350: 0x00007351: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007354: 0x00007357: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x0000735a: 0x0000735b: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x0000735e: 0x0000735f: 0xbc (WS Write) - Port: 0xa, Val: 0x20
0x00007362: 0x00007363: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00007366: 0x00007367: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000736a: 0x0000736d: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x00007370: 0x00007371: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00007374: 0x00007375: 0xbc (WS Write) - Port: 0xa, Val: 0x20
0x00007378: 0x00007379: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x0000737c: 0x0000737d: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007380: 0x00007383: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007386: 0x00007387: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000738a: 0x0000738b: 0xbc (WS Write) - Port: 0xa, Val: 0x20
0x0000738e: 0x0000738f: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00007392: 0x00007393: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007396: 0x00007399: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000739c: 0x0000739d: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000073a0: 0x000073a1: 0xbc (WS Write) - Port: 0xa, Val: 0x20
0x000073a4: 0x000073a5: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x000073a8: 0x000073a9: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000073ac: 0x000073af: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000073b2: 0x000073b3: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000073b6: 0x000073b7: 0xbc (WS Write) - Port: 0xa, Val: 0x20
0x000073ba: 0x000073bb: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x000073be: 0x000073bf: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000073c2: 0x000073c5: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000073c8: 0x000073c9: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000073cc: 0x000073cd: 0xbc (WS Write) - Port: 0x2, Val: 0x7b
0x000073d0: 0xbc (WS Write) - Port: 0x3, Val: 0x6
0x000073d3: 0x000073d4: 0xbc (WS Write) - Port: 0xa, Val: 0x20
0x000073d7: 0x000073d8: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x000073db: 0x000073dc: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000073df: 0x000073e2: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000073e5: 0x000073e6: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x000073e9: 0x000073ea: 0xbc (WS Write) - Port: 0xa, Val: 0x20
0x000073ed: 0x000073ee: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x000073f1: 0x000073f2: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000073f5: 0x000073f8: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000073fb: 0x000073fc: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x000073ff: 0x00007400: 0xbc (WS Write) - Port: 0xa, Val: 0x20
0x00007403: 0x00007404: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00007407: 0x00007408: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000740b: 0x0000740e: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007411: 0x00007412: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x00007415: 0x00007416: 0xbc (WS Write) - Port: 0xa, Val: 0x20
0x00007419: 0x0000741a: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x0000741d: 0x0000741e: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007421: 0x00007424: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007427: 0x00007428: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000742b: 0x0000742c: 0xbc (WS Write) - Port: 0xa, Val: 0x10
0x0000742f: 0x00007430: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00007433: 0x00007434: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007437: 0x0000743a: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000743d: 0x0000743e: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x00007441: 0x00007442: 0xbc (WS Write) - Port: 0xa, Val: 0x10
0x00007445: 0x00007446: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00007449: 0x0000744a: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000744d: 0x00007450: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007453: 0x00007454: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x00007457: 0x00007458: 0xbc (WS Write) - Port: 0xa, Val: 0x10
0x0000745b: 0x0000745c: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000745f: 0x00007460: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007463: 0x00007466: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007469: 0x0000746a: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000746d: 0x0000746e: 0xbc (WS Write) - Port: 0xa, Val: 0x10
0x00007471: 0x00007472: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007475: 0x00007476: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007479: 0x0000747c: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000747f: 0x00007480: 0xbc (WS Write) - Port: 0x0, Val: 0x3d
0x00007483: 0xbc (WS Write) - Port: 0x1, Val: 0x7
0x00007486: 0x00007487: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000748a: 0x0000748b: 0xc6 (RAM Write) - Addr: 0x9000, Val: 0xcb
0x0000748f: 0xc6 (RAM Write) - Addr: 0x9100, Val: 0xde
0x00007493: 0xc6 (RAM Write) - Addr: 0x9200, Val: 0xed
0x00007497: 0xc6 (RAM Write) - Addr: 0x9300, Val: 0xbc
0x0000749b: 0xc6 (RAM Write) - Addr: 0x9400, Val: 0x33
0x0000749f: 0xc6 (RAM Write) - Addr: 0x9500, Val: 0x22
0x000074a3: 0xc6 (RAM Write) - Addr: 0x9600, Val: 0x11
0x000074a7: 0xc6 (RAM Write) - Addr: 0x9700, Val: 0x11
0x000074ab: 0xc6 (RAM Write) - Addr: 0x9800, Val: 0x0
0x000074af: 0xc6 (RAM Write) - Addr: 0x9900, Val: 0x0
0x000074b3: 0xc6 (RAM Write) - Addr: 0x9a00, Val: 0x0
0x000074b7: 0xc6 (RAM Write) - Addr: 0x9b00, Val: 0x0
0x000074bb: 0xc6 (RAM Write) - Addr: 0x9c00, Val: 0x11
0x000074bf: 0xc6 (RAM Write) - Addr: 0x9d00, Val: 0x11
0x000074c3: 0xc6 (RAM Write) - Addr: 0x9e00, Val: 0x22
0x000074c7: 0xc6 (RAM Write) - Addr: 0x9f00, Val: 0x33
0x000074cb: 0x000074cc: 0xbc (WS Write) - Port: 0x2, Val: 0x7b
0x000074cf: 0xbc (WS Write) - Port: 0x3, Val: 0x6
0x000074d2: 0x000074d3: 0xbc (WS Write) - Port: 0xa, Val: 0x10
0x000074d6: 0x000074d7: 0xbc (WS Write) - Port: 0x4, Val: 0xfd
0x000074da: 0xbc (WS Write) - Port: 0x5, Val: 0x6
0x000074dd: 0x000074de: 0xbc (WS Write) - Port: 0xc, Val: 0x0
0x000074e1: 0x000074e2: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000074e5: 0x000074e6: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000074e9: 0x000074ec: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000074ef: 0x000074f0: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000074f3: 0x000074f4: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x000074f7: 0x000074f8: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000074fb: 0x000074fc: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000074ff: 0x00007502: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007505: 0x00007506: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00007509: 0x0000750a: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x0000750d: 0x0000750e: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007511: 0x00007512: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007515: 0x00007518: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000751b: 0x0000751c: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000751f: 0x00007520: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x00007523: 0x00007524: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007527: 0x00007528: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000752b: 0x0000752e: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007531: 0x00007532: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00007535: 0x00007536: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00007539: 0x0000753a: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000753d: 0x0000753e: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007541: 0x00007544: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00007547: 0x00007548: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000754b: 0x0000754c: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000754f: 0x00007550: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007553: 0x00007554: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00007557: 0x0000755a: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000755d: 0x0000755e: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00007561: 0x00007562: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00007565: 0x00007566: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00007569: 0x0000756a: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
